"","elevation","WB","WF","Fish","Anglers","Ramp","DOY"
"1369",66.45402,1,1,0,0,0,77
"1370",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,77
"1371",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,77
"1372",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,77
"1373",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,77
"1374",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,77
"1375",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,77
"1376",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,77
"1377",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,77
"1378",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,77
"1379",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,77
"1380",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,77
"1381",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,77
"1382",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,77
"1383",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,77
"1384",69.57852,2.08117194954823e-06,0,1,1,1,77
"1385",69.78682,0,0,1,1,1,77
"1386",69.99512,0,0,1,1,1,77
"1387",66.45402,1,1,0,0,0,78
"1388",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,78
"1389",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,78
"1390",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,78
"1391",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,78
"1392",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,78
"1393",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,78
"1394",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,78
"1395",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,78
"1396",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,78
"1397",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,78
"1398",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,78
"1399",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,78
"1400",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,78
"1401",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,78
"1402",69.57852,2.08117194954823e-06,0,1,1,1,78
"1403",69.78682,0,0,1,1,1,78
"1404",69.99512,0,0,1,1,1,78
"1405",66.45402,1,1,0,0,0,79
"1406",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,79
"1407",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,79
"1408",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,79
"1409",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,79
"1410",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,79
"1411",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,79
"1412",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,79
"1413",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,79
"1414",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,79
"1415",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,79
"1416",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,79
"1417",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,79
"1418",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,79
"1419",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,79
"1420",69.57852,2.08117194954823e-06,0,1,1,1,79
"1421",69.78682,0,0,1,1,1,79
"1422",69.99512,0,0,1,1,1,79
"1423",66.45402,1,1,0,0,0,80
"1424",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,80
"1425",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,80
"1426",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,80
"1427",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,80
"1428",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,80
"1429",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,80
"1430",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,80
"1431",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,80
"1432",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,80
"1433",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,80
"1434",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,80
"1435",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,80
"1436",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,80
"1437",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,80
"1438",69.57852,2.08117194954823e-06,0,1,1,1,80
"1439",69.78682,0,0,1,1,1,80
"1440",69.99512,0,0,1,1,1,80
"1441",66.45402,1,1,0,0,0,81
"1442",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,81
"1443",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,81
"1444",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,81
"1445",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,81
"1446",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,81
"1447",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,81
"1448",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,81
"1449",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,81
"1450",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,81
"1451",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,81
"1452",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,81
"1453",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,81
"1454",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,81
"1455",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,81
"1456",69.57852,2.08117194954823e-06,0,1,1,1,81
"1457",69.78682,0,0,1,1,1,81
"1458",69.99512,0,0,1,1,1,81
"1459",66.45402,1,1,0,0,0,82
"1460",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,82
"1461",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,82
"1462",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,82
"1463",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,82
"1464",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,82
"1465",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,82
"1466",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,82
"1467",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,82
"1468",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,82
"1469",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,82
"1470",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,82
"1471",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,82
"1472",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,82
"1473",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,82
"1474",69.57852,2.08117194954823e-06,0,1,1,1,82
"1475",69.78682,0,0,1,1,1,82
"1476",69.99512,0,0,1,1,1,82
"1477",66.45402,1,1,0,0,0,83
"1478",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,83
"1479",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,83
"1480",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,83
"1481",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,83
"1482",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,83
"1483",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,83
"1484",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,83
"1485",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,83
"1486",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,83
"1487",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,83
"1488",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,83
"1489",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,83
"1490",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,83
"1491",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,83
"1492",69.57852,2.08117194954823e-06,0,1,1,1,83
"1493",69.78682,0,0,1,1,1,83
"1494",69.99512,0,0,1,1,1,83
"1495",66.45402,1,1,0,0,0,84
"1496",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,84
"1497",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,84
"1498",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,84
"1499",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,84
"1500",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,84
"1501",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,84
"1502",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,84
"1503",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,84
"1504",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,84
"1505",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,84
"1506",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,84
"1507",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,84
"1508",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,84
"1509",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,84
"1510",69.57852,2.08117194954823e-06,0,1,1,1,84
"1511",69.78682,0,0,1,1,1,84
"1512",69.99512,0,0,1,1,1,84
"1513",66.45402,1,1,0,0,0,85
"1514",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,85
"1515",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,85
"1516",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,85
"1517",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,85
"1518",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,85
"1519",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,85
"1520",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,85
"1521",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,85
"1522",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,85
"1523",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,85
"1524",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,85
"1525",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,85
"1526",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,85
"1527",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,85
"1528",69.57852,2.08117194954823e-06,0,1,1,1,85
"1529",69.78682,0,0,1,1,1,85
"1530",69.99512,0,0,1,1,1,85
"1531",66.45402,1,1,0,0,0,86
"1532",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,86
"1533",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,86
"1534",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,86
"1535",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,86
"1536",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,86
"1537",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,86
"1538",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,86
"1539",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,86
"1540",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,86
"1541",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,86
"1542",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,86
"1543",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,86
"1544",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,86
"1545",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,86
"1546",69.57852,2.08117194954823e-06,0,1,1,1,86
"1547",69.78682,0,0,1,1,1,86
"1548",69.99512,0,0,1,1,1,86
"1549",66.45402,1,1,0,0,0,87
"1550",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,87
"1551",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,87
"1552",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,87
"1553",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,87
"1554",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,87
"1555",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,87
"1556",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,87
"1557",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,87
"1558",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,87
"1559",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,87
"1560",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,87
"1561",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,87
"1562",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,87
"1563",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,87
"1564",69.57852,2.08117194954823e-06,0,1,1,1,87
"1565",69.78682,0,0,1,1,1,87
"1566",69.99512,0,0,1,1,1,87
"1567",66.45402,1,1,0,0,0,88
"1568",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,88
"1569",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,88
"1570",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,88
"1571",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,88
"1572",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,88
"1573",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,88
"1574",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,88
"1575",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,88
"1576",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,88
"1577",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,88
"1578",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,88
"1579",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,88
"1580",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,88
"1581",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,88
"1582",69.57852,2.08117194954823e-06,0,1,1,1,88
"1583",69.78682,0,0,1,1,1,88
"1584",69.99512,0,0,1,1,1,88
"1585",66.45402,1,1,0,0,0,89
"1586",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,89
"1587",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,89
"1588",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,89
"1589",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,89
"1590",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,89
"1591",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,89
"1592",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,89
"1593",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,89
"1594",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,89
"1595",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,89
"1596",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,89
"1597",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,89
"1598",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,89
"1599",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,89
"1600",69.57852,2.08117194954823e-06,0,1,1,1,89
"1601",69.78682,0,0,1,1,1,89
"1602",69.99512,0,0,1,1,1,89
"1603",66.45402,1,1,0,0,0,90
"1604",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,90
"1605",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,90
"1606",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,90
"1607",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,90
"1608",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,90
"1609",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,90
"1610",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,90
"1611",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,90
"1612",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,90
"1613",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,90
"1614",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,90
"1615",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,90
"1616",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,90
"1617",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,90
"1618",69.57852,2.08117194954823e-06,0,1,1,1,90
"1619",69.78682,0,0,1,1,1,90
"1620",69.99512,0,0,1,1,1,90
"1621",66.45402,1,1,0,0,0,91
"1622",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,91
"1623",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,91
"1624",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,91
"1625",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,91
"1626",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,91
"1627",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,91
"1628",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,91
"1629",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,91
"1630",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,91
"1631",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,91
"1632",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,91
"1633",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,91
"1634",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,91
"1635",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,91
"1636",69.57852,2.08117194954823e-06,0,1,1,1,91
"1637",69.78682,0,0,1,1,1,91
"1638",69.99512,0,0,1,1,1,91
"1639",66.45402,1,1,0,0,0,92
"1640",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,92
"1641",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,92
"1642",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,92
"1643",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,92
"1644",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,92
"1645",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,92
"1646",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,92
"1647",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,92
"1648",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,92
"1649",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,92
"1650",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,92
"1651",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,92
"1652",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,92
"1653",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,92
"1654",69.57852,2.08117194954823e-06,0,1,1,1,92
"1655",69.78682,0,0,1,1,1,92
"1656",69.99512,0,0,1,1,1,92
"1657",66.45402,1,1,0,0,0,93
"1658",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,93
"1659",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,93
"1660",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,93
"1661",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,93
"1662",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,93
"1663",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,93
"1664",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,93
"1665",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,93
"1666",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,93
"1667",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,93
"1668",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,93
"1669",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,93
"1670",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,93
"1671",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,93
"1672",69.57852,2.08117194954823e-06,0,1,1,1,93
"1673",69.78682,0,0,1,1,1,93
"1674",69.99512,0,0,1,1,1,93
"1675",66.45402,1,1,0,0,0,94
"1676",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,94
"1677",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,94
"1678",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,94
"1679",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,94
"1680",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,94
"1681",67.70382,0.490315786625765,0.331627775980434,0.668372224019566,0.188155267099351,1,94
"1682",67.91212,0.324548359672299,0.19143075217278,0.808569247827221,0.313966550174738,1,94
"1683",68.12042,0.186056772289612,0.112166832615617,0.887833167384383,0.43728157763355,1,94
"1684",68.32872,0.108676718033459,0.0217879978599391,0.978212002140061,0.611145781328008,1,94
"1685",68.53702,0.0212976731457018,0.0106887876094242,0.989311212390576,0.850099850224663,1,94
"1686",68.74532,0.00999586887368015,0.000146579514675227,0.999853420485325,0.995506739890165,1,94
"1687",68.95362,0.000142560278544054,6.91017712040355e-05,0.999930898228796,0.998689465801298,1,94
"1688",69.16192,6.76380883603175e-05,7.32897573376135e-06,0.999992671024266,0.999687968047928,1,94
"1689",69.37022,7.2841018234188e-06,2.09399306678896e-06,0.999997906006933,0.999937593609585,1,94
"1690",69.57852,2.08117194954823e-06,0,1,1,1,94
"1691",69.78682,0,0,1,1,1,94
"1692",69.99512,0,0,1,1,1,94
"1693",66.45402,1,1,0,0,0,95
"1694",66.66232,0.993567097503946,0.988996066434024,0.011003933565976,0.00430604093859211,0,95
"1695",66.87062,0.982342296594058,0.960628742358234,0.0393712576417659,0.0310159760359461,0,95
"1696",67.07892,0.953203808128433,0.878323297871561,0.121676702128439,0.0727658512231653,0,95
"1697",67.28722,0.86730551708278,0.69029109644618,0.30970890355382,0.123689465801298,0.321428571428571,95
"1698",67.49552,0.679397542344045,0.499325210734227,0.500674789265773,0.161757363954069,0.482142857142857,95
