"","tempC","DO_dusk","elevation","Vol6.5","Vol6","Vol5.5","Vol5","Vol4.5","Vol4","Vol3.5","Vol3"
"386",26,7,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"387",27,7,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"388",28,7,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"389",29,7,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"390",30,7,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"391",5,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"392",6,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"393",7,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"394",8,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"395",9,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"396",10,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"397",11,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"398",12,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"399",13,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"400",14,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"401",15,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"402",16,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"403",17,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"404",18,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"405",19,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"406",20,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"407",21,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"408",22,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"409",23,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"410",24,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"411",25,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"412",26,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"413",27,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"414",28,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"415",29,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"416",30,8,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"417",5,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"418",6,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"419",7,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"420",8,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"421",9,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"422",10,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"423",11,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"424",12,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"425",13,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"426",14,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"427",15,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"428",16,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"429",17,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"430",18,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"431",19,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"432",20,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"433",21,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"434",22,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"435",23,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"436",24,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"437",25,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"438",26,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"439",27,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"440",28,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"441",29,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"442",30,9,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"443",5,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"444",6,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"445",7,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"446",8,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"447",9,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"448",10,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"449",11,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"450",12,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"451",13,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"452",14,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"453",15,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"454",16,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"455",17,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"456",18,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"457",19,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"458",20,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"459",21,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"460",22,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"461",23,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"462",24,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"463",25,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"464",26,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"465",27,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"466",28,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"467",29,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"468",30,10,67.07892,NA,NA,NA,NA,NA,NA,NA,NA
"469",5,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"470",6,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"471",7,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"472",8,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"473",9,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"474",10,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"475",11,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"476",12,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"477",13,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"478",14,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"479",15,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"480",16,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"481",17,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"482",18,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"483",19,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"484",20,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"485",21,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"486",22,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"487",23,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"488",24,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"489",25,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"490",26,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"491",27,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"492",28,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"493",29,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"494",30,5,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"495",5,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"496",6,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"497",7,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"498",8,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"499",9,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"500",10,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"501",11,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"502",12,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"503",13,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"504",14,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"505",15,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"506",16,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"507",17,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"508",18,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"509",19,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"510",20,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"511",21,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"512",22,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"513",23,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"514",24,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"515",25,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"516",26,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"517",27,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"518",28,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"519",29,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"520",30,6,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"521",5,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"522",6,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"523",7,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"524",8,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"525",9,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"526",10,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"527",11,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"528",12,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"529",13,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"530",14,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"531",15,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"532",16,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"533",17,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"534",18,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"535",19,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"536",20,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"537",21,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"538",22,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"539",23,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"540",24,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"541",25,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"542",26,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"543",27,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"544",28,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"545",29,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"546",30,7,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"547",5,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"548",6,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"549",7,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"550",8,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"551",9,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"552",10,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"553",11,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"554",12,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"555",13,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"556",14,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"557",15,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"558",16,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"559",17,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"560",18,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"561",19,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"562",20,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"563",21,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"564",22,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"565",23,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"566",24,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"567",25,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"568",26,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"569",27,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"570",28,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"571",29,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"572",30,8,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"573",5,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"574",6,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"575",7,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"576",8,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"577",9,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"578",10,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"579",11,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"580",12,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"581",13,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"582",14,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"583",15,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"584",16,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"585",17,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"586",18,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"587",19,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"588",20,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"589",21,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"590",22,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"591",23,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"592",24,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"593",25,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"594",26,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"595",27,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"596",28,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"597",29,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"598",30,9,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"599",5,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"600",6,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"601",7,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"602",8,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"603",9,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"604",10,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"605",11,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"606",12,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"607",13,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"608",14,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"609",15,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"610",16,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"611",17,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"612",18,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"613",19,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"614",20,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"615",21,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"616",22,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"617",23,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"618",24,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"619",25,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"620",26,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"621",27,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"622",28,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"623",29,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"624",30,10,67.28722,NA,NA,NA,NA,NA,NA,NA,NA
"625",5,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"626",6,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"627",7,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"628",8,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"629",9,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"630",10,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"631",11,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"632",12,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"633",13,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"634",14,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"635",15,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"636",16,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"637",17,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"638",18,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"639",19,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"640",20,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"641",21,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"642",22,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"643",23,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"644",24,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"645",25,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"646",26,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"647",27,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"648",28,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"649",29,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"650",30,5,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"651",5,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"652",6,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"653",7,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"654",8,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"655",9,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"656",10,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"657",11,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"658",12,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"659",13,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"660",14,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"661",15,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"662",16,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"663",17,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"664",18,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"665",19,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"666",20,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"667",21,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"668",22,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"669",23,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"670",24,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"671",25,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"672",26,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"673",27,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"674",28,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"675",29,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"676",30,6,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"677",5,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"678",6,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"679",7,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"680",8,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"681",9,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"682",10,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"683",11,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"684",12,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"685",13,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"686",14,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"687",15,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"688",16,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"689",17,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"690",18,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"691",19,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"692",20,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"693",21,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"694",22,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"695",23,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"696",24,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"697",25,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"698",26,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"699",27,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"700",28,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"701",29,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"702",30,7,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"703",5,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"704",6,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"705",7,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"706",8,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"707",9,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"708",10,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"709",11,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"710",12,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"711",13,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"712",14,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"713",15,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"714",16,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"715",17,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"716",18,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"717",19,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"718",20,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"719",21,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"720",22,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"721",23,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"722",24,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"723",25,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"724",26,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"725",27,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"726",28,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"727",29,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"728",30,8,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"729",5,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"730",6,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"731",7,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"732",8,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"733",9,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"734",10,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"735",11,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"736",12,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"737",13,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"738",14,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"739",15,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"740",16,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"741",17,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"742",18,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"743",19,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"744",20,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"745",21,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"746",22,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"747",23,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"748",24,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"749",25,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"750",26,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"751",27,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"752",28,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"753",29,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"754",30,9,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"755",5,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"756",6,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"757",7,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"758",8,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"759",9,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"760",10,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"761",11,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"762",12,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"763",13,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"764",14,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"765",15,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"766",16,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"767",17,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"768",18,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"769",19,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"770",20,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"771",21,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"772",22,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
